field_1,id,latitude,longitude,place_town,place_coun,DN_AM1,DN_AF1,DN_PM1,area_id,city_id,grade,fill,label,name,category_i,sheets,area,bounds,label_coor,residentia,commercial,industrial,OBJECTID,TRACTCE10,GEOID10,CountyFIPS,County10,Diesel_PM2,Diesel_Ran,Ozone_Conc,Ozone_Rank,PM2_5,PM2_5_Rank,Proximity_,Proximit_1,Toxic_Rele,RSEI_Rank,Lead_Risk_,Lead_Ris_1,PTSDFs,PTSDF_Rank,PNPL,PNPL_Rank,PRMP,PRMP_Rank,PWDIS,WDIS_Rank,LEP,LEP_Rank,No_HS_Dipl,No_HS_Di_1,POC,POC_Rank,Poverty,Poverty_Ra,Transporta,Transpor_1,Unaffordab,Unafford_1,Unemployed,Unemploy_1,CVD,CVD_Rank,LBW,LBW_Rank,Environmen,Environm_1,Socioecono,Sensitive_,Environm_2,SHAPE_Leng,SHAPE_Area
"168","86350419",47.634078032100000,-122.299166430599996,,King,57.827426910400391,88.894660949707017,82.783302307128906,"1732","170",A,#76a865,A6,,"1","1",0.000129065321205,"[ [ 47.630370, -122.309540 ], [ 47.647220, -122.297540 ] ]","47.641,-122.303","1","0","0","1019","006200","53033006200","033",King,55.623339999999999,10.000000000000000,45.005870819999998,1.000000000000000,0.581351191000000,9.000000000000000,216000.000000000000000,10.000000000000000,4944.246667000000343,9.000000000000000,56.630000000000003,10.000000000000000,11.818000700000001,10.000000000000000,0.134097972000000,7.000000000000000,0.176343470000000,5.000000000000000,0.000047957000000,6.000000000000000,0.920000000000000,2.000000000000000,0.330000000000000,1.000000000000000,20.890000000000001,4.000000000000000,6.700000000000000,1.000000000000000,20.000000000000000,2.000000000000000,14.810000000000000,1.000000000000000,3.700000000000000,4.000000000000000,98.780000000000001,1.000000000000000,0.540000000000000,1.000000000000000,10.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,15248.026645536729120,6640267.313575944863260
"255","106558318",47.638763333299998,-122.300971666699994,,King,61.786209106445312,87.818496704101562,84.971679687500000,"1732","170",A,#76a865,A6,,"1","1",0.000129065321205,"[ [ 47.630370, -122.309540 ], [ 47.647220, -122.297540 ] ]","47.641,-122.303","1","0","0","1019","006200","53033006200","033",King,55.623339999999999,10.000000000000000,45.005870819999998,1.000000000000000,0.581351191000000,9.000000000000000,216000.000000000000000,10.000000000000000,4944.246667000000343,9.000000000000000,56.630000000000003,10.000000000000000,11.818000700000001,10.000000000000000,0.134097972000000,7.000000000000000,0.176343470000000,5.000000000000000,0.000047957000000,6.000000000000000,0.920000000000000,2.000000000000000,0.330000000000000,1.000000000000000,20.890000000000001,4.000000000000000,6.700000000000000,1.000000000000000,20.000000000000000,2.000000000000000,14.810000000000000,1.000000000000000,3.700000000000000,4.000000000000000,98.780000000000001,1.000000000000000,0.540000000000000,1.000000000000000,10.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,15248.026645536729120,6640267.313575944863260
"314","107914938",47.630845000000001,-122.284036666700004,,King,60.720729827880859,89.401290893554688,85.956840515136719,"1744","170",A,#76a865,A7,,"1","1",0.000202973950386,"[ [ 47.613180, -122.293490 ], [ 47.643170, -122.276370 ] ]","47.635,-122.289","1","0","0","1018","006300","53033006300","033",King,7.215275000000000,6.000000000000000,46.526969909999998,1.000000000000000,0.445649265000000,6.000000000000000,100938.199999999997090,7.000000000000000,4032.023333000000093,9.000000000000000,34.710000000000001,10.000000000000000,5.920712217000000,10.000000000000000,0.124133427000000,6.000000000000000,0.143658889000000,4.000000000000000,0.000024790000000,6.000000000000000,1.980000000000000,3.000000000000000,0.530000000000000,1.000000000000000,13.590000000000000,2.000000000000000,7.900000000000000,1.000000000000000,19.000000000000000,1.000000000000000,33.880000000000003,7.000000000000000,3.100000000000000,3.000000000000000,99.439999999999998,1.000000000000000,0.520000000000000,1.000000000000000,6.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,16686.713278985309444,12759671.155182065442204
"315","107915414",47.630653333300003,-122.284133333300005,,King,60.629901885986328,89.400733947753906,85.931541442871094,"1744","170",A,#76a865,A7,,"1","1",0.000202973950386,"[ [ 47.613180, -122.293490 ], [ 47.643170, -122.276370 ] ]","47.635,-122.289","1","0","0","1018","006300","53033006300","033",King,7.215275000000000,6.000000000000000,46.526969909999998,1.000000000000000,0.445649265000000,6.000000000000000,100938.199999999997090,7.000000000000000,4032.023333000000093,9.000000000000000,34.710000000000001,10.000000000000000,5.920712217000000,10.000000000000000,0.124133427000000,6.000000000000000,0.143658889000000,4.000000000000000,0.000024790000000,6.000000000000000,1.980000000000000,3.000000000000000,0.530000000000000,1.000000000000000,13.590000000000000,2.000000000000000,7.900000000000000,1.000000000000000,19.000000000000000,1.000000000000000,33.880000000000003,7.000000000000000,3.100000000000000,3.000000000000000,99.439999999999998,1.000000000000000,0.520000000000000,1.000000000000000,6.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,16686.713278985309444,12759671.155182065442204
"316","107915838",47.630786666699997,-122.284125000000003,,King,60.606369018554688,89.405815124511719,85.918785095214844,"1744","170",A,#76a865,A7,,"1","1",0.000202973950386,"[ [ 47.613180, -122.293490 ], [ 47.643170, -122.276370 ] ]","47.635,-122.289","1","0","0","1018","006300","53033006300","033",King,7.215275000000000,6.000000000000000,46.526969909999998,1.000000000000000,0.445649265000000,6.000000000000000,100938.199999999997090,7.000000000000000,4032.023333000000093,9.000000000000000,34.710000000000001,10.000000000000000,5.920712217000000,10.000000000000000,0.124133427000000,6.000000000000000,0.143658889000000,4.000000000000000,0.000024790000000,6.000000000000000,1.980000000000000,3.000000000000000,0.530000000000000,1.000000000000000,13.590000000000000,2.000000000000000,7.900000000000000,1.000000000000000,19.000000000000000,1.000000000000000,33.880000000000003,7.000000000000000,3.100000000000000,3.000000000000000,99.439999999999998,1.000000000000000,0.520000000000000,1.000000000000000,6.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,16686.713278985309444,12759671.155182065442204
"51","69100155",47.679502133500002,-122.393615437199998,,King,58.767879486083984,82.891830444335938,80.961532592773438,"1701","170",B,#7cb5bd,B1,,"2","1",0.000575195737343,"[ [ 47.675770, -122.405640 ], [ 47.690630, -122.360790 ] ]","47.683,-122.368","1","0","0","1083","003100","53033003100","033",King,12.966143000000001,8.000000000000000,50.570499419999997,3.000000000000000,0.415923793000000,4.000000000000000,46362.269999999996799,5.000000000000000,6772.909999999999854,10.000000000000000,47.289999999999999,10.000000000000000,3.406810528000000,9.000000000000000,0.087991547000000,5.000000000000000,0.662506341000000,7.000000000000000,0.000014843000000,5.000000000000000,2.030000000000000,3.000000000000000,0.800000000000000,1.000000000000000,16.789999999999999,3.000000000000000,5.510000000000000,1.000000000000000,21.000000000000000,3.000000000000000,24.699999999999999,3.000000000000000,3.100000000000000,3.000000000000000,139.539999999999992,2.000000000000000,1.370000000000000,3.000000000000000,6.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,12438.761055050847062,5950722.321620849892497
"52","69100473",47.679485106000001,-122.392288511700002,,King,58.868534088134766,82.864990234375014,80.904159545898438,"1701","170",B,#7cb5bd,B1,,"2","1",0.000575195737343,"[ [ 47.675770, -122.405640 ], [ 47.690630, -122.360790 ] ]","47.683,-122.368","1","0","0","1083","003100","53033003100","033",King,12.966143000000001,8.000000000000000,50.570499419999997,3.000000000000000,0.415923793000000,4.000000000000000,46362.269999999996799,5.000000000000000,6772.909999999999854,10.000000000000000,47.289999999999999,10.000000000000000,3.406810528000000,9.000000000000000,0.087991547000000,5.000000000000000,0.662506341000000,7.000000000000000,0.000014843000000,5.000000000000000,2.030000000000000,3.000000000000000,0.800000000000000,1.000000000000000,16.789999999999999,3.000000000000000,5.510000000000000,1.000000000000000,21.000000000000000,3.000000000000000,24.699999999999999,3.000000000000000,3.100000000000000,3.000000000000000,139.539999999999992,2.000000000000000,1.370000000000000,3.000000000000000,6.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,12438.761055050847062,5950722.321620849892497
"53","69100576",47.679533134300002,-122.391857849499999,,King,58.918483734130859,82.807388305664062,80.883094787597670,"1701","170",B,#7cb5bd,B1,,"2","1",0.000575195737343,"[ [ 47.675770, -122.405640 ], [ 47.690630, -122.360790 ] ]","47.683,-122.368","1","0","0","1083","003100","53033003100","033",King,12.966143000000001,8.000000000000000,50.570499419999997,3.000000000000000,0.415923793000000,4.000000000000000,46362.269999999996799,5.000000000000000,6772.909999999999854,10.000000000000000,47.289999999999999,10.000000000000000,3.406810528000000,9.000000000000000,0.087991547000000,5.000000000000000,0.662506341000000,7.000000000000000,0.000014843000000,5.000000000000000,2.030000000000000,3.000000000000000,0.800000000000000,1.000000000000000,16.789999999999999,3.000000000000000,5.510000000000000,1.000000000000000,21.000000000000000,3.000000000000000,24.699999999999999,3.000000000000000,3.100000000000000,3.000000000000000,139.539999999999992,2.000000000000000,1.370000000000000,3.000000000000000,6.000000000000000,9.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,12438.761055050847062,5950722.321620849892497
"231","101567040",47.679476198400003,-122.383563513799999,,King,58.859481811523438,83.115135192871094,80.543968200683594,"1701","170",B,#7cb5bd,B1,,"2","1",0.000575195737343,"[ [ 47.675770, -122.405640 ], [ 47.690630, -122.360790 ] ]","47.683,-122.368","1","0","0","1081","003300","53033003300","033",King,12.966143000000001,8.000000000000000,50.570499419999997,3.000000000000000,0.415923793000000,4.000000000000000,58099.019999999996799,6.000000000000000,7729.266666999999870,10.000000000000000,25.350000000000001,9.000000000000000,7.014383434000000,10.000000000000000,0.097419906000000,6.000000000000000,1.065565769000000,9.000000000000000,0.000018132000000,6.000000000000000,2.030000000000000,3.000000000000000,1.430000000000000,1.000000000000000,22.809999999999999,5.000000000000000,11.029999999999999,2.000000000000000,19.000000000000000,1.000000000000000,23.440000000000001,2.000000000000000,4.600000000000000,6.000000000000000,172.060000000000002,5.000000000000000,1.410000000000000,3.000000000000000,6.000000000000000,10.000000000000000,1.000000000000000,3.000000000000000,4.000000000000000,7296.100377165211285,2857690.565284731332213
"232","101574825",47.683254071299999,-122.376332013899997,,King,62.003082275390625,87.224563598632812,83.808494567871094,"1701","170",B,#7cb5bd,B1,,"2","1",0.000575195737343,"[ [ 47.675770, -122.405640 ], [ 47.690630, -122.360790 ] ]","47.683,-122.368","1","0","0","1098","003000","53033003000","033",King,12.966143000000001,8.000000000000000,50.570499419999997,3.000000000000000,0.415923793000000,4.000000000000000,66330.490000000005239,6.000000000000000,6341.146666999999070,10.000000000000000,46.109999999999999,10.000000000000000,4.302533387000002,9.000000000000000,0.088704421000000,5.000000000000000,0.619491555000000,7.000000000000000,0.000008837000000,5.000000000000000,6.280000000000000,7.000000000000000,3.010000000000000,2.000000000000000,19.489999999999998,4.000000000000000,12.680000000000000,3.000000000000000,21.000000000000000,3.000000000000000,32.130000000000003,6.000000000000000,3.000000000000000,3.000000000000000,129.319999999999993,2.000000000000000,1.600000000000000,4.000000000000000,6.000000000000000,9.000000000000000,2.000000000000000,2.000000000000000,4.000000000000000,7270.248875514673273,3292837.438219732604921
