field_1,id,latitude,longitude,place_town,place_coun,DN_AM1,DN_AF1,DN_PM1,area_id,city_id,grade,fill,label,name,category_i,sheets,area,bounds,label_coor,residentia,commercial,industrial
"200","97656224",45.500766666700002,-122.679496666700004,Portland,Multnomah,16.156734466552734,31.589397430419918,27.710800170898438,"6069","128",D,#d9838d,D8,Southwest River District,"4","1",0.000155213256626,"[ [ 45.489500, -122.684350 ], [ 45.517730, -122.673260 ] ]","45.501,-122.678","1","0","0"
"201","97739553",45.501919999999998,-122.680686666699998,Portland,Multnomah,16.229747772216797,31.516714096069336,27.895879745483398,"6069","128",D,#d9838d,D8,Southwest River District,"4","1",0.000155213256626,"[ [ 45.489500, -122.684350 ], [ 45.517730, -122.673260 ] ]","45.501,-122.678","1","0","0"
"227","113502090",45.501950732499999,-122.680026758599993,Portland,Multnomah,16.238092422485352,31.543571472167969,27.739919662475582,"6069","128",D,#d9838d,D8,Southwest River District,"4","1",0.000155213256626,"[ [ 45.489500, -122.684350 ], [ 45.517730, -122.673260 ] ]","45.501,-122.678","1","0","0"
"433","191220301",45.510788286199997,-122.677310356299998,Portland,Multnomah,16.955863952636719,30.975469589233398,27.168931961059570,"6069","128",D,#d9838d,D8,Southwest River District,"4","1",0.000155213256626,"[ [ 45.489500, -122.684350 ], [ 45.517730, -122.673260 ] ]","45.501,-122.678","1","0","0"
"223","110628896",45.473744444399998,-122.676394444400003,Portland,Multnomah,16.305242538452148,30.339241027832031,27.519315719604492,"6059","128",D,#d9838d,D9,South Portland,"4","1",0.000063517294979,"[ [ 45.472980, -122.681710 ], [ 45.484110, -122.673390 ] ]","45.481,-122.677","1","0","0"
"38","74735203",45.497146148200002,-122.671727486300000,Portland,Multnomah,16.931261062622070,32.348621368408203,28.148347854614254,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"132","88864273",45.587300467299997,-122.761043301000001,Portland,Multnomah,16.736680984497070,32.088535308837891,29.417839050292969,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"233","113975117",45.524508333299998,-122.679052777799996,Portland,Multnomah,16.871980667114258,30.912868499755859,27.463214874267582,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"242","120462748",45.526627777800002,-122.687761111100002,Portland,Multnomah,16.828290939331055,30.892934799194336,28.069562911987305,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"392","189286484",45.526444514300003,-122.599024969200002,Portland,Multnomah,15.789934158325195,31.336997985839844,29.461500167846680,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"395","189595090",45.520223777900000,-122.666496628399997,Portland,Multnomah,17.478996276855469,31.693248748779297,28.183326721191406,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"405","190351099",45.513753804099998,-122.668288383800004,Portland,Multnomah,17.379268646240234,31.616027832031246,28.108879089355469,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"406","190352018",45.515047875299999,-122.668002164100002,Portland,Multnomah,17.325624465942383,31.698385238647461,28.106193542480469,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"439","191301185",45.519760140000002,-122.572947450000001,Portland,Multnomah,15.240585327148438,31.561450958251953,28.799203872680664,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"442","191426207",45.519351993500003,-122.666711576699996,Portland,Multnomah,17.421836853027344,31.694484710693359,28.369878768920898,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"458","192591015",45.524057792199997,-122.685785250699993,Portland,Multnomah,16.928194046020508,31.082756042480469,27.651206970214844,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"459","192591421",45.524271219100001,-122.686074174799998,Portland,Multnomah,16.983789443969727,31.288682937622070,27.667222976684570,"11153","128",,#000000,Commercial,,"205",,0.001404493232882,"[ [ 45.476910, -122.762960 ], [ 45.597040, -122.566360 ] ]","45.517,-122.66","0","1","0"
"6","68982848",45.478246666700002,-122.672203333300004,Portland,Multnomah,16.878820419311523,32.537014007568359,29.709827423095703,"11154","128",,#000000,Industrial,,"16",,0.000577622429065,"[ [ 45.472550, -122.714010 ], [ 45.590890, -122.578520 ] ]","45.54,-122.703","0","0","1"
"138","90817505",45.474426666699998,-122.670581666700002,Portland,Multnomah,16.541868209838867,32.013736724853516,29.359355926513672,"11154","128",,#000000,Industrial,,"16",,0.000577622429065,"[ [ 45.472550, -122.714010 ], [ 45.590890, -122.578520 ] ]","45.54,-122.703","0","0","1"
"312","183007814",45.476474985499998,-122.670916384199998,Portland,Multnomah,16.731969833374023,32.085556030273438,29.533090591430664,"11154","128",,#000000,Industrial,,"16",,0.000577622429065,"[ [ 45.472550, -122.714010 ], [ 45.590890, -122.578520 ] ]","45.54,-122.703","0","0","1"
"394","189288805",45.529117064700003,-122.610913950200000,Portland,Multnomah,16.290376663208008,31.330932617187500,28.667221069335938,"11154","128",,#000000,Industrial,,"16",,0.000577622429065,"[ [ 45.472550, -122.714010 ], [ 45.590890, -122.578520 ] ]","45.54,-122.703","0","0","1"
"2","50208705",45.472320000000003,-122.653724999999994,Portland,Multnomah,15.745126724243164,31.489141464233398,29.550331115722656,,,,,,,,,,,,,,
"4","52996969",45.527636666699998,-122.731369999999998,Portland,Multnomah,15.099775314331055,27.229251861572266,27.357103347778320,,,,,,,,,,,,,,
"9","70985842",45.473372222199998,-122.551794444400002,Portland,Multnomah,16.253763198852539,31.482154846191406,29.171138763427734,,,,,,,,,,,,,,
"10","71720072",45.457253000000001,-122.674974000000006,Portland,Multnomah,15.029502868652344,27.080039978027344,27.381847381591797,,,,,,,,,,,,,,
"11","72022600",45.447609000000000,-122.689683000000002,Portland,Multnomah,14.789718627929688,28.099174499511719,26.798959732055664,,,,,,,,,,,,,,
"12","72231921",45.460527999999996,-122.738275000000002,Portland,Multnomah,15.002251625061035,30.525678634643555,27.066352844238281,,,,,,,,,,,,,,
"14","72407726",45.458591666700002,-122.720347222200004,Portland,Multnomah,14.620194435119627,30.062784194946289,26.874883651733398,,,,,,,,,,,,,,
"15","72428716",45.457602777799998,-122.722730555599995,Portland,Multnomah,14.917849540710449,29.646949768066406,26.922426223754883,,,,,,,,,,,,,,
"16","72758141",45.521291666700002,-122.624594444400003,Portland,Multnomah,15.747446060180664,31.289915084838867,28.896656036376953,,,,,,,,,,,,,,
"17","72860248",45.595605555600002,-122.786769444399994,Portland,Multnomah,16.745687484741211,27.721427917480469,27.511699676513672,,,,,,,,,,,,,,
"20","73648037",45.530531575700003,-122.723938946700002,Portland,Multnomah,14.801785469055176,27.240446090698246,27.417135238647461,,,,,,,,,,,,,,
"21","73648884",45.530548003000000,-122.723947039999999,Portland,Multnomah,14.803359985351562,27.240446090698246,27.417135238647461,,,,,,,,,,,,,,
"22","73652878",45.536597092500003,-122.719349636000004,Portland,Multnomah,16.533918380737305,28.116853713989254,27.421661376953125,,,,,,,,,,,,,,
"23","73775302",45.502934043800003,-122.505547158100001,Portland,Multnomah,13.898477554321291,31.569269180297852,29.445249557495117,,,,,,,,,,,,,,
"24","73805528",45.500897222200003,-122.501149999999996,Portland,Multnomah,14.404594421386719,31.323490142822266,29.586866378784180,,,,,,,,,,,,,,
"25","74171790",45.476172021600000,-122.684260206399998,Portland,Multnomah,15.701034545898438,29.399276733398438,27.235452651977539,,,,,,,,,,,,,,
"26","74297110",45.517013637399998,-122.713572803100007,Portland,Multnomah,15.858832359313965,27.596349716186523,27.427980422973633,,,,,,,,,,,,,,
"27","74333715",45.569569444400003,-122.606119444399994,Portland,Multnomah,16.615467071533203,31.857078552246094,29.915084838867188,,,,,,,,,,,,,,
"28","74458002",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"29","74458044",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"30","74458088",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"31","74458168",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"32","74458213",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"33","74490570",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"34","74490884",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"35","74491218",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"36","74493312",45.579272222199997,-122.573833333300001,Portland,Multnomah,16.844980239868164,32.129413604736328,29.992553710937500,,,,,,,,,,,,,,
"37","74548406",45.472778333299999,-122.502833333300003,Portland,Multnomah,16.369468688964844,29.641950607299805,26.299621582031246,,,,,,,,,,,,,,
"39","74803282",45.577878333299999,-122.778419999999997,Portland,Multnomah,14.675688743591309,27.727062225341797,27.387969970703125,,,,,,,,,,,,,,
"40","74803766",45.575791666699999,-122.770661666699993,Portland,Multnomah,15.432481765747070,27.750715255737305,27.411436080932617,,,,,,,,,,,,,,
"41","74941340",45.479819444400000,-122.515283333300005,Portland,Multnomah,15.081410408020020,28.740596771240234,25.619268417358398,,,,,,,,,,,,,,
"42","75400898",45.545758333300000,-122.566180555599999,Portland,Multnomah,14.810990333557127,29.524166107177734,26.830327987670898,,,,,,,,,,,,,,
"43","75511114",45.649286111099997,-122.762083333299998,Portland,Multnomah,15.020340919494627,31.510114669799805,28.946306228637695,,,,,,,,,,,,,,
"44","75512119",45.648308333300001,-122.763599999999997,Portland,Multnomah,15.267907142639160,31.760257720947266,28.665653228759766,,,,,,,,,,,,,,
"45","75565908",45.471409177300004,-122.721484024000006,Portland,Multnomah,15.342611312866209,29.984556198120117,24.609683990478516,,,,,,,,,,,,,,
"46","75567911",45.471255045299998,-122.722016156500004,Portland,Multnomah,15.312343597412109,29.957590103149418,24.274419784545898,,,,,,,,,,,,,,
"47","75568638",45.471525178599997,-122.722528491199995,Portland,Multnomah,15.342445373535156,29.873981475830082,24.334949493408203,,,,,,,,,,,,,,
"48","75569027",45.471581053300000,-122.720990732999994,Portland,Multnomah,15.176027297973633,30.128768920898438,24.666742324829102,,,,,,,,,,,,,,
"49","75569183",45.471474708300001,-122.722479440699999,Portland,Multnomah,15.321504592895508,29.912891387939453,24.359142303466797,,,,,,,,,,,,,,
"50","75569298",45.471443797600003,-122.722758686000006,Portland,Multnomah,15.333747863769531,29.898403167724609,24.191312789916992,,,,,,,,,,,,,,
"51","75569485",45.471543115599999,-122.721477868099996,Portland,Multnomah,15.412384986877441,30.018712997436523,24.623991012573246,,,,,,,,,,,,,,
"52","75569831",45.471500242200001,-122.721691774299998,Portland,Multnomah,15.441703796386719,29.966392517089844,24.400432586669918,,,,,,,,,,,,,,
"53","75570154",45.471194428399997,-122.722090082400001,Portland,Multnomah,15.307164192199709,29.986869812011719,24.265851974487305,,,,,,,,,,,,,,
"54","75570844",45.471801739199996,-122.721007391900002,Portland,Multnomah,15.489753723144531,30.250751495361328,24.650323867797852,,,,,,,,,,,,,,
"55","75571653",45.470969123099998,-122.721908114300007,Portland,Multnomah,14.887732505798340,29.966199874877930,24.588884353637695,,,,,,,,,,,,,,
"56","75571770",45.471350206099999,-122.722850656299997,Portland,Multnomah,15.278014183044434,29.930009841918945,24.148994445800781,,,,,,,,,,,,,,
"57","75572036",45.471231099299999,-122.721967622799994,Portland,Multnomah,15.312778472900391,29.963949203491211,24.316627502441406,,,,,,,,,,,,,,
"58","75584154",45.471313476600002,-122.721915738800007,Portland,Multnomah,15.332021713256836,29.910364151000977,24.331504821777344,,,,,,,,,,,,,,
"59","75586671",45.471246860000001,-122.721884480000000,Portland,Multnomah,15.305149078369141,29.922542572021484,24.668992996215820,,,,,,,,,,,,,,
"61","75674889",45.517060999999998,-122.704893999999996,Portland,Multnomah,16.376247406005859,27.440856933593754,27.352630615234375,,,,,,,,,,,,,,
"62","75868865",45.520961589999999,-122.702003320000003,Portland,Multnomah,16.655456542968750,28.538171768188477,27.641036987304688,,,,,,,,,,,,,,
"63","75872644",45.521019268800003,-122.701777042900005,Portland,Multnomah,16.735111236572266,28.585393905639648,27.647867202758789,,,,,,,,,,,,,,
"64","75874917",45.521103580000002,-122.701482490000004,Portland,Multnomah,16.730855941772461,28.616453170776367,27.830175399780273,,,,,,,,,,,,,,
"65","75983648",45.572635405699998,-122.611750289900002,Portland,Multnomah,16.544189453125000,31.755918502807617,29.192426681518555,,,,,,,,,,,,,,
"66","76605285",45.455583333299998,-122.673222222199996,Portland,Multnomah,16.434923171997070,26.841930389404297,27.424276351928711,,,,,,,,,,,,,,
"67","76624870",45.455913888900000,-122.670461111099996,Portland,Multnomah,16.486160278320312,27.242486953735352,27.463787078857418,,,,,,,,,,,,,,
"68","76629311",45.456655555600001,-122.670313888899997,Portland,Multnomah,16.320993423461914,27.129114151000977,27.403013229370117,,,,,,,,,,,,,,
"69","76631592",45.456652777800002,-122.671016666699998,Portland,Multnomah,16.338287353515625,27.114021301269531,27.326276779174805,,,,,,,,,,,,,,
"70","76640463",45.456694444400000,-122.672072222200001,Portland,Multnomah,16.399791717529297,27.141876220703125,27.259868621826172,,,,,,,,,,,,,,
"71","76666696",45.455461111100000,-122.674563888899996,Portland,Multnomah,16.361728668212891,26.871648788452148,27.426816940307617,,,,,,,,,,,,,,
"72","76667766",45.455480555599998,-122.674547222200005,Portland,Multnomah,16.359945297241211,26.868125915527344,27.426279067993164,,,,,,,,,,,,,,
"73","76696107",45.455536111100002,-122.675261111099999,Portland,Multnomah,15.809349060058594,27.303396224975582,27.481870651245117,,,,,,,,,,,,,,
"74","76709504",45.522888014099998,-122.702950844699998,Portland,Multnomah,16.360080718994141,28.574680328369141,27.692729949951172,,,,,,,,,,,,,,
"75","76722420",45.523525640000003,-122.703674340000006,Portland,Multnomah,16.382108688354492,28.419658660888672,27.663608551025391,,,,,,,,,,,,,,
"76","76729758",45.523367630000003,-122.703903589999996,Portland,Multnomah,16.353271484375000,28.732553482055664,27.648105621337891,,,,,,,,,,,,,,
"77","76754963",45.523322550000003,-122.701489820000006,Portland,Multnomah,16.641067504882812,28.472003936767582,28.326620101928711,,,,,,,,,,,,,,
"78","77931046",45.594787083000000,-122.714808916899997,Portland,Multnomah,14.978628158569336,31.786865234375000,29.488849639892582,,,,,,,,,,,,,,
"79","79403269",45.488777106400001,-122.495597202300004,Portland,Multnomah,14.858943939208984,30.785936355590820,28.963569641113281,,,,,,,,,,,,,,
"80","79795380",45.514830000000003,-122.718413333300006,Portland,Multnomah,15.421378135681152,27.029968261718754,27.359279632568359,,,,,,,,,,,,,,
"81","79798662",45.514695180799997,-122.718335230600005,Portland,Multnomah,15.447379112243652,26.968814849853516,27.356199264526367,,,,,,,,,,,,,,
"82","79802035",45.514804684700003,-122.718114824200001,Portland,Multnomah,15.417672157287598,27.030130386352539,27.343809127807617,,,,,,,,,,,,,,
"83","79805855",45.514343331399999,-122.715665100899997,Portland,Multnomah,15.229772567749023,27.500429153442383,27.424039840698246,,,,,,,,,,,,,,
"84","79809971",45.513581355200003,-122.719411956200005,Portland,Multnomah,15.742806434631348,26.433021545410156,27.353002548217773,,,,,,,,,,,,,,
"85","79812540",45.513665078700001,-122.719534048300005,Portland,Multnomah,15.760869979858398,26.410284042358398,27.384893417358398,,,,,,,,,,,,,,
"86","80653580",45.518349255499999,-122.715300573199997,Portland,Multnomah,15.827493667602541,27.567216873168945,27.452594757080082,,,,,,,,,,,,,,
"87","80654989",45.517479213900003,-122.715093959200004,Portland,Multnomah,15.859587669372559,27.492774963378906,27.414184570312500,,,,,,,,,,,,,,
"88","80755067",45.514445213199998,-122.718629698599997,Portland,Multnomah,15.538431167602541,26.669319152832031,27.335605621337891,,,,,,,,,,,,,,
"89","81910497",45.510223388699998,-122.716386357000005,Portland,Multnomah,14.895077705383301,27.560153961181641,27.256002426147461,,,,,,,,,,,,,,
"90","82230061",45.472917286700003,-122.504052724800005,Portland,Multnomah,16.375059127807617,29.512931823730469,25.551477432250977,,,,,,,,,,,,,,
"91","82319512",45.514002540000000,-122.719621079999996,Portland,Multnomah,15.734214782714844,26.383792877197266,27.363176345825195,,,,,,,,,,,,,,
"92","82327258",45.512794880000001,-122.715977080000002,Portland,Multnomah,14.996299743652344,26.900932312011719,27.310249328613281,,,,,,,,,,,,,,
"93","82335470",45.513185900000003,-122.714087980000002,Portland,Multnomah,15.057868003845215,27.413431167602539,27.356904983520508,,,,,,,,,,,,,,
"94","82336309",45.513087120000002,-122.714325040000006,Portland,Multnomah,15.114740371704102,27.410081863403320,27.358177185058594,,,,,,,,,,,,,,
"95","82338709",45.512928469099997,-122.710756827300003,Portland,Multnomah,15.529799461364746,27.419658660888672,27.354988098144531,,,,,,,,,,,,,,
"96","82345498",45.511869750999999,-122.714991616199995,Portland,Multnomah,14.943093299865723,27.249273300170898,27.362821578979492,,,,,,,,,,,,,,
"97","82350037",45.512407953000000,-122.715653115999999,Portland,Multnomah,14.967366218566895,27.222599029541016,27.361658096313477,,,,,,,,,,,,,,
"98","82371091",45.511551448200002,-122.718022512399997,Portland,Multnomah,14.963857650756836,27.490062713623047,27.305717468261719,,,,,,,,,,,,,,
"99","82371404",45.511552915000003,-122.718263156800006,Portland,Multnomah,14.969852447509766,27.477453231811523,27.310789108276367,,,,,,,,,,,,,,
"100","82445420",45.517028333299997,-122.713911666700000,Portland,Multnomah,15.889784812927246,27.638792037963867,27.424129486083984,,,,,,,,,,,,,,
"101","82448925",45.517271337499999,-122.713011708500005,Portland,Multnomah,16.053586959838867,27.719165802001953,27.467353820800781,,,,,,,,,,,,,,
"102","82448987",45.520060583099998,-122.707757640400004,Portland,Multnomah,16.479734420776367,28.073146820068359,27.438926696777344,,,,,,,,,,,,,,
"103","82449489",45.516813333300000,-122.713278333299996,Portland,Multnomah,15.767453193664551,27.646997451782227,27.417921066284180,,,,,,,,,,,,,,
"104","82492592",45.516599589899997,-122.713982787000006,Portland,Multnomah,15.457796096801758,27.606887817382812,27.417093276977539,,,,,,,,,,,,,,
"105","82494077",45.516204999999999,-122.714349999999996,Portland,Multnomah,15.301759719848633,27.634027481079102,27.421480178833008,,,,,,,,,,,,,,
"106","82693780",45.516449999999999,-122.714861666700003,Portland,Multnomah,15.289162635803223,27.505582809448246,27.416536331176754,,,,,,,,,,,,,,
"107","82696271",45.516498318099998,-122.714899742800000,Portland,Multnomah,15.288489341735840,27.486309051513672,27.412708282470703,,,,,,,,,,,,,,
"108","82752477",45.517922658499998,-122.713388996299997,Portland,Multnomah,16.095661163330078,27.666631698608398,27.494197845458984,,,,,,,,,,,,,,
"109","83096820",45.525452962199999,-122.715751938500006,Portland,Multnomah,16.378459930419922,28.145668029785156,27.544752120971680,,,,,,,,,,,,,,
"110","83350322",45.508063888899997,-122.715716666700004,Portland,Multnomah,15.060594558715820,27.543214797973633,27.295652389526367,,,,,,,,,,,,,,
"111","83472951",45.511097222200000,-122.715344444400003,Portland,Multnomah,14.910305976867676,27.293348312377930,27.317489624023438,,,,,,,,,,,,,,
"112","83473193",45.518273738300003,-122.717564776499998,Portland,Multnomah,15.630163192749023,27.352470397949219,27.468416213989254,,,,,,,,,,,,,,
"113","83473813",45.508175000000001,-122.713222222200002,Portland,Multnomah,15.071089744567873,27.269266128540039,27.350345611572266,,,,,,,,,,,,,,
"114","83562291",45.511542623899999,-122.711682890700004,Portland,Multnomah,15.194121360778809,27.216373443603516,27.343517303466797,,,,,,,,,,,,,,
"115","83563381",45.511344553900003,-122.712194988400000,Portland,Multnomah,15.075987815856934,27.161573410034180,27.337753295898438,,,,,,,,,,,,,,
"116","83566783",45.511028388400000,-122.719043209999995,Portland,Multnomah,15.061177253723145,27.368661880493164,27.297733306884766,,,,,,,,,,,,,,
"117","83809392",45.517305999999998,-122.718997999999999,Portland,Multnomah,15.325811386108398,27.434123992919918,27.370740890502930,,,,,,,,,,,,,,
"118","83810196",45.517305999999998,-122.718997999999999,Portland,Multnomah,15.325811386108398,27.434123992919918,27.370740890502930,,,,,,,,,,,,,,
"119","84320891",45.511384396899999,-122.719581294899996,Portland,Multnomah,15.081785202026367,26.970399856567383,27.296220779418945,,,,,,,,,,,,,,
"120","84321788",45.511244293300003,-122.719641057900006,Portland,Multnomah,15.094565391540527,27.012229919433594,27.303186416625977,,,,,,,,,,,,,,
"121","85951101",45.516626879999997,-122.714502190000005,Portland,Multnomah,15.277119636535645,27.558277130126953,27.417512893676754,,,,,,,,,,,,,,
"122","85993500",45.516719989999999,-122.718005099999999,Portland,Multnomah,15.469965934753418,27.448167800903320,27.381748199462891,,,,,,,,,,,,,,
"123","86364022",45.510750000000002,-122.491569444400000,Portland,Multnomah,14.080234527587891,31.857540130615234,29.517827987670898,,,,,,,,,,,,,,
"124","86581975",45.515915578900000,-122.718535136499995,Portland,Multnomah,15.213450431823730,27.420288085937500,27.369985580444336,,,,,,,,,,,,,,
"125","86585445",45.515921964800000,-122.719009137699999,Portland,Multnomah,15.494529724121094,27.338329315185547,27.371835708618164,,,,,,,,,,,,,,
"126","86730250",45.513346016000000,-122.719582920700006,Portland,Multnomah,15.760291099548340,26.428163528442383,27.341125488281246,,,,,,,,,,,,,,
"127","86733691",45.513371913699999,-122.719589150299996,Portland,Multnomah,15.758656501770020,26.427040100097656,27.342493057250977,,,,,,,,,,,,,,
"128","86735676",45.513538524300003,-122.719413352100005,Portland,Multnomah,15.754743576049805,26.419319152832031,27.347602844238281,,,,,,,,,,,,,,
"129","86737269",45.513662237699997,-122.719392595700000,Portland,Multnomah,15.753128051757812,26.441072463989254,27.379177093505859,,,,,,,,,,,,,,
"130","88589058",45.516773972199999,-122.717965333300000,Portland,Multnomah,15.406164169311523,27.412803649902344,27.381862640380859,,,,,,,,,,,,,,
"131","88589921",45.516921777800000,-122.717889499999998,Portland,Multnomah,15.244109153747559,27.462265014648438,27.396377563476562,,,,,,,,,,,,,,
"133","89398239",45.516907416099997,-122.717841044099998,Portland,Multnomah,15.260519027709959,27.458986282348633,27.400386810302734,,,,,,,,,,,,,,
"134","89601530",45.484463333299999,-122.612305000000006,Portland,Multnomah,14.519083976745605,31.304000854492188,29.222440719604492,,,,,,,,,,,,,,
"135","89737458",45.519549763000001,-122.718815018300006,Portland,Multnomah,15.800340652465820,27.385810852050781,27.488962173461918,,,,,,,,,,,,,,
"136","89893852",45.517858935900001,-122.717896692200000,Portland,Multnomah,15.580643653869627,27.580345153808594,27.409290313720703,,,,,,,,,,,,,,
"137","90089172",45.517658061900001,-122.717248938300003,Portland,Multnomah,15.243831634521484,27.490983963012695,27.428321838378906,,,,,,,,,,,,,,
"139","91060842",45.517856799100002,-122.717844201500000,Portland,Multnomah,15.580702781677246,27.579486846923828,27.412111282348633,,,,,,,,,,,,,,
"140","91422286",45.513515907200002,-122.719433665400004,Portland,Multnomah,15.767000198364258,26.403377532958984,27.349678039550781,,,,,,,,,,,,,,
"141","91427678",45.513750072999997,-122.719733623699994,Portland,Multnomah,,,,,,,,,,,,,,,,,
"142","91477503",45.517432107600001,-122.717631580399996,Portland,Multnomah,15.272553443908691,27.468154907226562,27.414461135864254,,,,,,,,,,,,,,
"151","94295324",45.509528333299997,-122.597641666700000,Portland,Multnomah,15.053776741027832,30.079713821411133,27.754283905029297,,,,,,,,,,,,,,
"152","94496093",45.508642005799999,-122.714766562099996,Portland,Multnomah,15.034877777099609,27.620105743408203,27.331789016723633,,,,,,,,,,,,,,
"153","95317914",45.515680000000003,-122.715625000000003,Portland,Multnomah,15.266251564025877,27.550186157226562,27.373945236206055,,,,,,,,,,,,,,
"154","95319296",45.517305999999998,-122.718997999999999,Portland,Multnomah,15.325811386108398,27.434123992919918,27.370740890502930,,,,,,,,,,,,,,
"155","95320160",45.517305999999998,-122.718997999999999,Portland,Multnomah,15.325811386108398,27.434123992919918,27.370740890502930,,,,,,,,,,,,,,
"156","95556782",45.514249126999999,-122.715669207600001,Portland,Multnomah,15.196187973022459,27.478916168212891,27.421672821044918,,,,,,,,,,,,,,
"157","95560049",45.513645038999996,-122.719298000300000,Portland,Multnomah,15.745503425598145,26.459445953369141,27.352130889892582,,,,,,,,,,,,,,
"158","95560676",45.513523357200000,-122.719418764200000,Portland,Multnomah,15.754974365234377,26.413038253784180,27.348827362060547,,,,,,,,,,,,,,
"159","95561389",45.513441194300000,-122.719444110200001,Portland,Multnomah,15.770195007324219,26.389911651611328,27.345396041870117,,,,,,,,,,,,,,
"160","95562252",45.513440400699999,-122.719479596699998,Portland,Multnomah,15.784837722778320,26.368368148803711,27.345262527465820,,,,,,,,,,,,,,
"161","95562725",45.513373974799997,-122.719567345399994,Portland,Multnomah,15.754546165466309,26.392995834350582,27.337404251098633,,,,,,,,,,,,,,
"162","95563529",45.513312259400003,-122.719384498699995,Portland,Multnomah,15.723866462707520,26.409780502319336,27.338098526000977,,,,,,,,,,,,,,
"163","95564552",45.513289262299999,-122.719600315700006,Portland,Multnomah,15.775509834289551,26.459806442260746,27.346153259277344,,,,,,,,,,,,,,
"164","95565443",45.513763440100000,-122.719480496499997,Portland,Multnomah,15.739768028259277,26.412044525146484,27.368673324584961,,,,,,,,,,,,,,
"165","95565881",45.513738138100003,-122.719604695599998,Portland,Multnomah,15.741491317749023,26.412097930908203,27.392087936401367,,,,,,,,,,,,,,
"166","95566100",45.513805940200001,-122.719511943499995,Portland,Multnomah,15.743316650390623,26.405670166015625,27.355657577514648,,,,,,,,,,,,,,
"167","95569172",45.514506119300002,-122.718595234399999,Portland,Multnomah,15.522247314453123,26.728616714477539,27.346738815307617,,,,,,,,,,,,,,
"168","95569344",45.514756283700002,-122.718602326699994,Portland,Multnomah,15.474205017089844,27.003099441528320,27.355722427368164,,,,,,,,,,,,,,
"169","95656044",45.514795200400002,-122.718376815300005,Portland,Multnomah,15.423458099365234,27.004730224609375,27.365211486816406,,,,,,,,,,,,,,
"170","95780842",45.511557273599998,-122.717915726900003,Portland,Multnomah,14.958097457885742,27.463462829589844,27.298337936401367,,,,,,,,,,,,,,
"171","95781588",45.511627052999998,-122.718156622799995,Portland,Multnomah,14.922820091247559,27.504774093627930,27.298652648925781,,,,,,,,,,,,,,
"172","95783362",45.514055839999997,-122.719688169999998,Portland,Multnomah,15.750462532043459,26.378261566162109,27.360830307006836,,,,,,,,,,,,,,
