X,Y,OBJECTID,Neighborho,Address,Date_Inven,SPECIES,MATURE_SIZ,FUNCTIONAL,Condition,DIAMETER,Site_Type,Site_Size,Site_Width,Wires,SITE_IMPRO,DN_AF1,lat,lon
-13659869.284099997952580,5705919.735999999567866,"1034",NORTHWEST DISTRICT,1528-1530 NW 28TH AVE,2012/08/25 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,16.500000000000000,,Medium,5.600000000000000,None,Improved,31.326055526733398,45.5335937400,-122.7086930000
-13660141.396600000560284,5706082.573900000192225,"2285",NORTHWEST DISTRICT,1707 NW 29TH AVE,2012/08/27 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,34.000000000000000,,Large,7.500000000000000,None,Improved,30.146945953369141,45.5346184100,-122.7111370000
-13657820.169099999591708,5705235.970700000412762,"3855",NORTHWEST DISTRICT,1849 NW KEARNEY ST,2012/09/28 13:43:24.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,51.500000000000000,,Small,3.700000000000000,None,Improved,30.731796264648438,45.5292909100,-122.6902860000
-13661064.584000000730157,5692013.500500000081956,"5135",WEST PORTLAND PARK,4104 SW PASADENA ST,2014/07/01 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,7.100000000000000,NCNS,Large,,None,Unimproved,30.491575241088867,45.4460190400,-122.7194310000
-13660741.073799999430776,5692149.022599999792874,"5172",WEST PORTLAND PARK,3823 SW COMUS ST,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Poor,10.000000000000000,NCNS,Large,,None,Unimproved,29.922845840454102,45.4468731500,-122.7165240000
-13660647.667500000447035,5691337.246100000105798,"5468",WEST PORTLAND PARK,3720 SW VACUNA ST,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,0.500000000000000,NCNS,Large,,None,Unimproved,29.444210052490234,45.4417568500,-122.7156850000
-13660652.188899999484420,5691337.310600000433624,"5469",WEST PORTLAND PARK,3720 SW VACUNA ST,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,7.000000000000000,NCNS,Large,,None,Unimproved,29.439716339111328,45.4417572600,-122.7157260000
-13661071.725899999961257,5691356.630300000309944,"5574",WEST PORTLAND PARK,11543 SW 41ST AVE,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,12.500000000000000,CNS,Large,,None,Unimproved,29.564357757568359,45.4418790300,-122.7194950000
-13661503.465800000354648,5691583.049899999983609,"6186",WEST PORTLAND PARK,11339 SW 45TH AVE,2014/07/28 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,5.100000000000000,CNS,Large,,None,Unimproved,29.916343688964844,45.4433061000,-122.7233730000
-13650986.610999999567866,5704772.722000000067055,"6632",LAURELHURST,3410 NE GLISAN ST,2014/08/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,1.600000000000000,strip,Large,8.300000000000002,None,Improved,31.250810623168945,45.5263755600,-122.6288990000
-13650969.419500000774860,5704773.025200000032783,"6633",LAURELHURST,3410 NE GLISAN ST,2014/08/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,2.000000000000000,strip,Large,8.300000000000002,None,Improved,31.190977096557617,45.5263774700,-122.6287440000
-13651266.217499999329448,5703877.061200001277030,"6951",LAURELHURST,267 SE 33RD AVE,2014/08/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,3.300000000000000,strip,Large,7.500000000000000,None,Improved,31.170225143432617,45.5207385000,-122.6314100000
-13646924.721200000494719,5700504.737499999813735,"7836",SOUTH TABOR,6832 SE KELLY ST,2014/06/21 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,36.200000000000003,CNS,Large,,None,Unimproved,31.480960845947266,45.4995089100,-122.5924100000
-13647989.605299999937415,5700375.553500000387430,"8284",SOUTH TABOR,3313-3317 SE 59TH AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,1.000000000000000,strip,Medium,8.400000000000000,High voltage,Improved,31.674167633056641,45.4986955000,-122.6019760000
-13652785.015000000596046,5705313.462000000290573,"8874",KERNS,NE 20TH AVE,2014/08/01 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,17.899999999999999,NCNS,Large,,None,Unimproved,31.738336563110352,45.5297785600,-122.6450540000
-13650113.049499999731779,5705263.010900000110269,"8997",LAURELHURST,4115 NE LAURELHURST PL,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,48.600000000000001,strip,Large,9.000000000000000,None,Improved,31.175447463989254,45.5294610700,-122.6210510000
-13650106.477700002491474,5705264.130099999718368,"8998",LAURELHURST,4115 NE LAURELHURST PL,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,33.799999999999997,strip,Large,9.000000000000000,None,Improved,31.173061370849609,45.5294681200,-122.6209920000
-13651279.617599999532104,5704871.114000000059605,"9073",LAURELHURST,3208 NE HOYT ST,2014/06/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,26.600000000000001,strip,Large,8.500000000000000,None,Improved,31.246305465698246,45.5269947800,-122.6315310000
-13651134.370300002396107,5704760.899199999868870,"9145",LAURELHURST,461 NE MIRIMAR PL,2014/06/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,27.000000000000000,strip,Medium,8.400000000000000,High voltage,Improved,31.201890945434570,45.5263011500,-122.6302260000
-13654304.784600000828505,5707170.289200000464916,"9216",ELIOT,2603 NE 7TH AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,28.500000000000000,strip,Large,11.800000000000001,None,Improved,31.552354812622070,45.5414624500,-122.6587060000
-13661001.644099999219179,5693113.348699999973178,"10072",WEST PORTLAND PARK,4048 SW WILBARD ST,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,9.600000000000000,NCNS,Medium,,High voltage,Unimproved,31.064432144165039,45.4529503100,-122.7188650000
-13661003.416299998760223,5693110.028599999845028,"10073",WEST PORTLAND PARK,4048 SW WILBARD ST,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,12.500000000000000,NCNS,Medium,,High voltage,Unimproved,31.090190887451172,45.4529293900,-122.7188810000
-13660933.691299999132752,5692996.056699999608099,"10079",WEST PORTLAND PARK,10031 SW 40TH AVE,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,15.000000000000000,NCNS,Medium,,High voltage,Unimproved,31.452796936035156,45.4522111800,-122.7182550000
-13660765.280700000002980,5692818.383700000122190,"10096",WEST PORTLAND PARK,3831 SW ALFRED ST,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,10.900000000000000,CNS,Large,,None,Unimproved,31.221012115478516,45.4510915200,-122.7167420000
-13660680.502900000661612,5693120.283999999985099,"10105",WEST PORTLAND PARK,9941 SW 37TH AVE,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,40.000000000000000,NCNS,Large,,None,Unimproved,31.400203704833984,45.4529940200,-122.7159800000
-13660623.187899999320507,5693038.870299999602139,"10109",WEST PORTLAND PARK,10025 SW 37TH AVE,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,8.000000000000000,NCNS,Large,,None,Unimproved,31.363386154174805,45.4524809700,-122.7154660000
-13660651.446900000795722,5692965.067600000649691,"10116",WEST PORTLAND PARK,3813 SW HUBER ST,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,14.000000000000000,NCNS,Medium,,High voltage,Unimproved,31.250953674316406,45.4520158900,-122.7157190000
-13661137.679999999701977,5692537.299800000153482,"10131",WEST PORTLAND PARK,10530 SW 42ND AVE,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,7.000000000000000,CNS,Large,,None,Unimproved,30.888988494873047,45.4493201500,-122.7200870000
-13661136.709699999541044,5692537.274000000208616,"10132",WEST PORTLAND PARK,10530 SW 42ND AVE,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,12.000000000000000,CNS,Large,,None,Unimproved,30.893735885620117,45.4493199800,-122.7200790000
-13661740.802200000733137,5692128.985700000077486,"10151",WEST PORTLAND PARK,10910 SW CAPITOL HWY,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,21.600000000000001,CNS,Large,,None,Unimproved,30.619468688964844,45.4467468800,-122.7255050000
-13661735.243600001558661,5692128.846099999733269,"10152",WEST PORTLAND PARK,10910 SW CAPITOL HWY,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,11.699999999999999,CNS,Large,,None,Unimproved,30.600458145141602,45.4467460000,-122.7254550000
-13661729.684900000691414,5692128.706399999558926,"10153",WEST PORTLAND PARK,10910 SW CAPITOL HWY,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,14.000000000000000,CNS,Large,,None,Unimproved,30.599781036376953,45.4467451100,-122.7254050000
-13661723.249900000169873,5692128.591000000014901,"10154",WEST PORTLAND PARK,10910 SW CAPITOL HWY,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,12.699999999999999,CNS,Large,,None,Unimproved,30.611923217773438,45.4467443900,-122.7253480000
-13661276.029400000348687,5691449.219299999997020,"10215",WEST PORTLAND PARK,11509 SW 43RD AVE,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,14.800000000000001,CNS,Large,,None,Unimproved,29.719427108764648,45.4424626000,-122.7213300000
-13661414.892999999225140,5691337.326500000432134,"10221",WEST PORTLAND PARK,4444 SW VACUNA ST,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,20.500000000000000,CNS,Large,,None,Unimproved,29.692281723022461,45.4417573600,-122.7225780000
-13661265.461500000208616,5691337.769199999980628,"10228",WEST PORTLAND PARK,4302 SW VACUNA ST,2014/07/29 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,18.199999999999999,CNS,Large,,None,Unimproved,29.664417266845703,45.4417601500,-122.7212350000
-13651331.055500000715256,5704438.982599999755621,"10300",KERNS,3154 NE DAVIS ST,2014/07/07 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,16.800000000000001,strip,Large,7.500000000000000,None,Improved,31.104703903198246,45.5242751600,-122.6319930000
-13660540.213700000196695,5691788.497700000181794,"10393",WEST PORTLAND PARK,3620 SW ARNOLD ST,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,4.800000000000000,NCNS,Large,,None,Unimproved,29.618404388427734,45.4446009700,-122.7147200000
-13660376.165000000968575,5691808.463600000366569,"10425",WEST PORTLAND PARK,11133 SW 35TH AVE,2014/07/28 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,15.000000000000000,CNS,Large,,None,Unimproved,29.903146743774418,45.4447268000,-122.7132460000
-13661732.388900000602007,5692846.171199999749660,"10528",WEST PORTLAND PARK,4735 SW LURADEL ST,2014/07/31 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,35.899999999999999,NCNS,Large,,None,Unimproved,30.546440124511719,45.4512666300,-122.7254300000
-13660687.660399999469519,5691346.688199999742210,"10766",WEST PORTLAND PARK,3802 SW VACUNA ST,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,1.500000000000000,NCNS,Large,,None,Unimproved,29.479423522949219,45.4418163600,-122.7160450000
-13660683.482899999246001,5691346.803199999965727,"10767",WEST PORTLAND PARK,3778 SW VACUNA ST,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,1.500000000000000,NCNS,Large,,None,Unimproved,29.491859436035156,45.4418170900,-122.7160070000
-13660679.741499999538064,5691346.339300000108778,"10768",WEST PORTLAND PARK,3778 SW VACUNA ST,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,1.500000000000000,NCNS,Large,,None,Unimproved,29.494541168212891,45.4418141700,-122.7159740000
-13651776.459499999880791,5703993.201799999922514,"11011",KERNS,2863 SE ASH ST,2014/05/26 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,34.200000000000003,strip,Small,3.500000000000000,High voltage,Improved,31.160434722900391,45.5214694900,-122.6359940000
-13651769.318499999120831,5703994.148099999874830,"11012",KERNS,2863 SE ASH ST,2014/05/26 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,32.000000000000000,strip,Small,3.500000000000000,None,Improved,31.142951965332031,45.5214754500,-122.6359300000
-13661391.764499999582767,5691809.185999999754131,"11265",WEST PORTLAND PARK,4420 SW POMONA ST,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,26.000000000000000,CNS,Large,,None,Unimproved,30.434568405151367,45.4447313600,-122.7223700000
-13661306.683499999344349,5691788.746899998746812,"11272",WEST PORTLAND PARK,4326 SW ARNOLD ST,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,4.000000000000000,NCNS,Medium,,High voltage,Unimproved,30.204219818115234,45.4446025400,-122.7216050000
-13661292.012499999254942,5691810.991499999538064,"11275",WEST PORTLAND PARK,4301 SW ARNOLD ST,2014/07/09 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,11.000000000000000,NCNS,Large,,None,Unimproved,30.251808166503906,45.4447427400,-122.7214740000
-13661397.177999999374151,5691808.809799999929965,"11279",WEST PORTLAND PARK,4420 SW POMONA ST,2014/07/21 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,13.000000000000000,NCNS,Large,,None,Unimproved,30.442153930664062,45.4447289900,-122.7224180000
-13661257.324999999254942,5691696.049899999983609,"11292",WEST PORTLAND PARK,4303 SW PALATINE ST,2014/07/21 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,8.000000000000000,CNS,Large,,None,Unimproved,29.525724411010746,45.4440183100,-122.7211620000
-13661930.957599999383092,5692345.266599999740720,"11518",WEST PORTLAND PARK,10705 SW 49TH AVE,2014/07/21 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,21.500000000000000,curbtight,Large,,None,Improved,30.408676147460938,45.4481099300,-122.7272130000
-13647290.853800000622869,5700486.402300000190735,"11800",SOUTH TABOR,3203 SE 66TH AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,25.600000000000001,strip,Small,3.800000000000000,None,Improved,31.692714691162109,45.4993934600,-122.5956990000
-13646195.144600002095103,5701337.975999999791384,"12403",SOUTH TABOR,2537 SE 75TH AVE,2014/06/21 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,1.500000000000000,strip,Medium,7.600000000000000,High voltage,Improved,31.269828796386719,45.5047550900,-122.5858560000
-13647590.174100000411272,5700933.822900000028312,"12933",SOUTH TABOR,2806 SE 63RD AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Poor,27.000000000000000,NCNS,Large,,None,Unimproved,31.529506683349609,45.5022105500,-122.5983880000
-13652879.137000000104308,5705686.838299999944866,"13036",SULLIVAN'S GULCH,1940-2026 NE WASCO ST,2014/07/23 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,20.300000000000001,strip,Medium,10.000000000000000,High voltage,Improved,31.246639251708984,45.5321281900,-122.6459000000
-13651357.474999999627471,5705026.495500000193715,"13090",KERNS,3137 NE IRVING ST,2014/07/12 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,19.600000000000001,other,Large,9.000000000000000,None,Unimproved,31.058774948120117,45.5279726400,-122.6322300000
-13661313.916200000792742,5692829.636800000444055,"14900",WEST PORTLAND PARK,4321 SW ALFRED ST,2014/09/08 16:59:52.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,32.000000000000000,CNS,Medium,,High voltage,Unimproved,30.861883163452148,45.4511624400,-122.7216700000
-13648122.902799999341369,5701314.304499999620020,"15179",SOUTH TABOR,2521 SE 58TH AVE,2014/08/23 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,29.000000000000000,strip,Small,3.600000000000000,High voltage,Improved,31.100189208984375,45.5046060600,-122.6031740000
-13637225.605799999088049,5700066.275799999944866,"15692",CENTENNIAL,15333 SE POWELL BLVD,2014/09/12 21:35:29.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,20.899999999999999,NCNS,Medium,,High voltage,Unimproved,32.148719787597656,45.4967481000,-122.5052810000
-13637647.226199999451637,5700301.534300000406802,"16166",CENTENNIAL,3339-3341 SE 150TH AVE,2014/09/16 20:04:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,22.600000000000001,strip,Medium,11.000000000000000,High voltage,Improved,31.223478317260746,45.4982294400,-122.5090690000
-13637647.300799999386072,5700305.527800000272691,"16206",CENTENNIAL,3339-3341 SE 150TH AVE,2014/09/16 20:04:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,23.699999999999999,strip,Medium,11.000000000000000,High voltage,Improved,31.234485626220703,45.4982545800,-122.5090700000
-13637647.151499999687076,5700288.919200000353158,"16207",CENTENNIAL,3403-3405 SE 150TH AVE,2014/09/16 20:04:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,20.199999999999999,strip,Medium,11.000000000000000,High voltage,Improved,31.189323425292969,45.4981500100,-122.5090680000
-13637647.487400000914931,5700278.132899999618530,"16208",CENTENNIAL,3403-3405 SE 150TH AVE,2014/09/16 20:03:47.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,16.600000000000001,strip,Medium,11.000000000000000,High voltage,Improved,31.178325653076172,45.4980820900,-122.5090710000
-13637176.144600000232458,5700961.684299999848008,"16247",CENTENNIAL,2741 SE 154TH AVE,2014/09/16 22:18:37.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,3.500000000000000,CNS,Large,,None,Unimproved,31.562780380249023,45.5023859700,-122.5048370000
-13636510.680600000545382,5699996.087399999611080,"16414",CENTENNIAL,3630 SE 160TH AVE,2014/09/17 19:01:35.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,35.000000000000000,NCNS,Large,,None,Unimproved,31.383716583251953,45.4963061400,-122.4988590000
-13637179.107999999076128,5700019.049300000071526,"16470",CENTENNIAL,15352 SE POWELL BLVD,2014/09/24 14:17:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,19.600000000000001,CNS,Medium,,High voltage,Unimproved,31.753662109375000,45.4964507200,-122.5048640000
-13637799.437500000000000,5700078.689799999818206,"16586",CENTENNIAL,14821 SE RHINE CT,2014/09/24 18:59:54.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,35.000000000000000,CNS,Large,,None,Unimproved,31.451229095458984,45.4968262600,-122.5104360000
-13637837.171800000593066,5700135.358300000429153,"16588",CENTENNIAL,14746 SE RHINE ST,2014/09/24 19:13:49.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,27.000000000000000,CNS,Medium,,High voltage,Unimproved,31.497598648071289,45.4971830900,-122.5107750000
-13652060.118000000715256,5704675.720999999903142,"16952",KERNS,2629 NE FLANDERS ST,2014/07/23 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,27.500000000000000,strip,Medium,7.700000000000000,High voltage,Improved,31.164653778076172,45.5257650900,-122.6385420000
-13652068.949799999594688,5704675.940499999560416,"16953",KERNS,2629 NE FLANDERS ST,2014/07/23 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,24.699999999999999,strip,Medium,7.700000000000000,High voltage,Improved,31.171106338500977,45.5257664700,-122.6386210000
-13655466.402499999850988,5708329.060200000181794,"17046",BOISE,3523 N GANTENBEIN AVE,2014/08/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,9.699999999999999,strip,Small,3.500000000000000,None,Improved,31.385082244873047,45.5487526600,-122.6691410000
-13656432.990599999204278,5708115.247899999842048,"17119",BOISE,3404 N MISSOURI AVE,2014/09/06 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,0.000000000000000,CNS,Large,,None,Unimproved,31.507658004760746,45.5474075600,-122.6778240000
-13656435.391299998387694,5708126.937699999660254,"17120",BOISE,3404 N MISSOURI AVE,2014/09/06 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,0.100000000000000,CNS,Large,,None,Unimproved,31.541137695312500,45.5474811000,-122.6778460000
-13656440.190500000491738,5708137.029400000348687,"17122",BOISE,3410-3412 N MISSOURI AVE,2014/09/06 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,0.200000000000000,CNS,Large,,None,Unimproved,31.573732376098633,45.5475445900,-122.6778890000
-13651775.786000000312924,5704529.488599999807775,"17323",KERNS,2848 NE EVERETT ST,2014/08/16 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,37.100000000000001,strip,Large,7.600000000000000,None,Improved,31.201932907104492,45.5248447700,-122.6359880000
-13648409.845200000330806,5700620.555800000205636,"17702",SOUTH TABOR,3104 SE 55TH AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,14.000000000000000,NCNS,Large,,None,Unimproved,31.444021224975582,45.5002381400,-122.6057510000
-13648402.382599998265505,5700620.637500000186265,"17703",SOUTH TABOR,3104 SE 55TH AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,15.000000000000000,NCNS,Large,,None,Unimproved,31.421899795532227,45.5002386600,-122.6056840000
-13648390.532999997958541,5700620.190999999642372,"17704",SOUTH TABOR,3104 SE 55TH AVE,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,15.000000000000000,NCNS,Large,,None,Unimproved,31.417591094970703,45.5002358500,-122.6055780000
-13648161.114199999719858,5701424.057300000451505,"17782",SOUTH TABOR,2423 SE 58TH AVE,2014/08/23 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,17.000000000000000,strip,Medium,4.800000000000000,High voltage,Improved,31.305852890014648,45.5052970400,-122.6035170000
-13648152.174799999222159,5701424.404400000348687,"17783",SOUTH TABOR,2423 SE 58TH AVE,2014/08/23 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,18.000000000000000,strip,Medium,4.800000000000000,High voltage,Improved,31.290582656860352,45.5052992300,-122.6034360000
-13650210.555500000715256,5705612.814000000245869,"17960",LAURELHURST,4015 NE MULTNOMAH ST,2014/07/30 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,2.600000000000000,strip,Medium,8.400000000000000,High voltage,Improved,31.043880462646484,45.5316623700,-122.6219270000
-13654611.851700000464916,5706355.041400000452995,"18079",ELIOT,1818 NE M L KING BLVD,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,3.400000000000000,strip,Large,8.000000000000000,None,Improved,31.874454498291016,45.5363328900,-122.6614650000
-13654606.517300000414252,5706361.427899999544024,"18080",ELIOT,1818 NE M L KING BLVD,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,3.300000000000000,other,Large,8.000000000000000,None,Unimproved,31.851106643676754,45.5363730700,-122.6614170000
-13654595.259199999272823,5706354.898500000126660,"18081",ELIOT,1818 NE M L KING BLVD,2014/07/19 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Poor,3.700000000000000,other,Large,3.600000000000000,None,Unimproved,31.849624633789062,45.5363319900,-122.6613160000
-13655350.563799999654293,5709142.559299999848008,"18873",BOISE,4135 N VANCOUVER AVE,2014/08/06 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,14.000000000000000,strip,Small,3.600000000000000,High voltage,Improved,31.324781417846680,45.5538700800,-122.6681010000
-13637319.599999999627471,5700298.562500000000000,"18903",CENTENNIAL,3337 SE 153RD AVE,2014/09/16 21:43:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,2.000000000000000,CNS,Medium,,High voltage,Unimproved,31.344335556030273,45.4982107300,-122.5061260000
-13638430.224400000646710,5699806.490600000135601,"19083",CENTENNIAL,14235 SE BUSH ST,2014/09/25 17:20:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,0.000000000000000,NCNS,Large,,None,Unimproved,30.908922195434570,45.4951122700,-122.5161030000
-13634924.120400000363588,5701547.655899999663234,"19867",CENTENNIAL,2310 SE 174TH AVE,2014/09/29 16:30:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,1.600000000000000,NCNS,Medium,,High voltage,Unimproved,31.641164779663082,45.5060751900,-122.4846070000
-13652000.270899999886751,5705685.025399999693036,"20962",SULLIVAN'S GULCH,2710 NE WASCO ST,2014/07/17 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,4.500000000000000,strip,Medium,9.500000000000000,High voltage,Improved,31.302177429199219,45.5321167800,-122.6380050000
-13651323.804199999198318,5704913.320199999958277,"21052",KERNS,3153 NE HOYT ST,2014/10/06 18:37:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Good,31.600000000000001,strip,Large,8.500000000000000,None,Improved,31.239301681518555,45.5272604000,-122.6319280000
-13645662.510900000110269,5700934.921000000089407,"21054",SOUTH TABOR,2807-2809 SE 80TH AVE,2014/09/27 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,24.000000000000000,CNS,Medium,,High voltage,Unimproved,31.715381622314453,45.5022174600,-122.5810710000
-13645665.948200000450015,5700935.172600000165403,"21055",SOUTH TABOR,2807-2809 SE 80TH AVE,2014/09/27 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,19.000000000000000,CNS,Medium,,High voltage,Unimproved,31.712154388427734,45.5022190500,-122.5811020000
-13645669.674300000071526,5700934.924899999983609,"21056",SOUTH TABOR,2807-2809 SE 80TH AVE,2014/09/27 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,27.000000000000000,CNS,Medium,,High voltage,Unimproved,31.704948425292969,45.5022174900,-122.5811360000
-13634940.722500000149012,5699489.844700000248849,"21233",CENTENNIAL,4027 SE 174TH AVE,2014/09/29 22:09:57.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,32.700000000000003,NCNS,Large,,None,Unimproved,31.598875045776367,45.4931183400,-122.4847560000
-13651760.227499999105930,5704598.415899999439716,"21399",KERNS,2905 NE EVERETT ST,2014/06/28 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,34.500000000000000,strip,Medium,7.500000000000000,High voltage,Improved,31.051418304443359,45.5252785700,-122.6358480000
-13651759.895900001749396,5704611.593799999915063,"21400",KERNS,2905 NE EVERETT ST,2014/06/28 00:00:00.000,Thuja plicata - western redcedar,Large,Coniferous evergreen,Fair,37.700000000000003,strip,Medium,7.500000000000000,High voltage,Improved,31.012245178222656,45.5253615000,-122.6358450000
