OBJECTID,SDOT Unit ID,SPR Unit ID,SDCI Unit ID,SPU Tree Unit ID,SPU Planting Unit ID,Pest Unit ID,Source Department,Scientific Name,Common Name,DBH,Ownership,Unit Description,GLOBALID,x,y,DN_AF1,lat,lon
"41671977",TRE-1114512,,,,,TRE-1114512,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,2735 NE 103RD ST,dcd0ee6d-8d6a-4965-80dc-39b385b06754,1279957.94328098,259864.384267882,87.8370819091797,47.7030138587,-122.2973622992
"41672001",TRE-1114461,,,,,TRE-1114461,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,10321 RAVENNA AVE NE,9a452286-5b95-4e79-9dcd-7d88ef324c1c,1279629.89702106,260076.30182305,87.7742614746094,47.7035776056,-122.2987107347
"41672104",TRE-1114335,,,,,TRE-1114335,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,2623 NE 113TH AVE NE,a19a9069-45dd-4a2e-9da4-64863d78869a,1279596.68416098,262345.7667723,86.0791778564453,47.7097964368,-122.2990211322
"41672106",TRE-1114337,,,,,TRE-1114337,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,11038 27TH AVE NE,b4f6dcac-4c99-4e5b-85b0-9ff29371ea53,1279603.26190373,262252.425095469,86.2348403930664,47.7095409324,-122.2989871992
"41672107",TRE-1114338,,,,,TRE-1114338,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,2623 NE 113TH AVE NE,be789543-8728-4110-89f5-5e7ee8818fc3,1279573.60218614,262292.387613967,86.0696258544922,47.7096489204,-122.2991107406
"41672108",TRE-1114339,,,,,TRE-1114339,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,2623 NE 113TH AVE NE,3a16e3d5-10de-4cec-94d1-f8ff6c9e42eb,1279566.10909089,262277.557919219,86.1280136108398,47.7096078812,-122.2991400233
"41672109",TRE-1114340,,,,,TRE-1114340,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,2623 NE 113TH AVE NE,49c65b39-69ac-4ea2-93a4-f7b737689e60,1279557.01035582,262266.32893905,86.1280136108398,47.7095766277,-122.2991761051
"41672156",TRE-1114317,,,,,TRE-1114317,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,10533 RAVENNA AVE NE,0e08d5e9-1577-4191-af43-87321a8adca3,1280131.73984939,260820.619232044,88.4300231933594,47.7056439458,-122.2967304336
"41672165",TRE-1114292,,,,,TRE-1114292,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2804 NE 113TH ST,69a6f5ae-7c7a-4f20-9347-269a0ccda53e,1279956.71460889,262461.81411238,86.145637512207,47.7101333085,-122.2975679872
"41672185",TRE-1114270,,,,,TRE-1114270,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,11036 30TH AVE NE,f8c82601-3bc7-4c66-8a42-9e874b2a5b41,1280307.13943298,262221.616430044,86.7246627807617,47.7094931990,-122.2961263298
"41672200",TRE-1114287,,,,,TRE-1114287,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,11355 28TH AVE NE,4fe751b6-e60f-4d89-ba09-a86f8a4dc37a,1279726.86992423,262910.832899377,85.2502975463867,47.7113520692,-122.2985361336
"41672201",TRE-1114288,,,,,TRE-1114288,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,2803 NE 115TH ST,4512d72c-e837-450c-b661-a58c9741f7a2,1279752.86002973,263114.007033721,85.5001373291016,47.7119103224,-122.2984462934
"41672211",TRE-1114219,,,,,TRE-1114219,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,3023 NE 113TH ST,a65878b1-e352-4069-aacb-658bdbf899b9,1280586.5968793,262447.377133384,86.6398696899414,47.7101265618,-122.2950088521
"41672215",TRE-1114223,,,,,TRE-1114223,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,3023 NE 113TH ST,2a0284a0-fa13-40d9-8813-81f54a8f6829,1280479.89171214,262458.508672804,86.7431411743164,47.7101515165,-122.2954430525
"41672264",TRE-1114200,,,,,TRE-1114200,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,11026 31ST AVE NE,b82087ee-4cbb-4480-b977-c60923a57d3b,1280667.37165214,263037.375953391,86.4262847900391,47.7117479452,-122.2947263229
"41672278",TRE-1114134,,,,,TRE-1114134,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,3248 NE 91ST ST,e3d55d35-5705-47c9-8696-e2d7ad002276,1281414.94856906,256841.696743712,87.6523590087891,47.6948045352,-122.2912135010
"41672279",TRE-1114135,,,,,TRE-1114135,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,3248 NE 91ST ST,6c637073-95ee-44a6-89bb-ab56c0b91794,1281397.30916864,256843.058945715,87.6523590087891,47.6948073529,-122.2912852203
"41672312",TRE-1114094,,,,,TRE-1114094,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,2149 N 89TH ST,9f05e55e-db97-4634-8cf7-604215210dfc,1271437.78151555,256391.881698474,86.1038589477539,47.6930462785,-122.3316839924
"41672361",TRE-1114068,,,,,TRE-1114068,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,1729 NE 97TH ST,3f68c9da-77a9-42bd-95df-3521c004416a,1277305.27207714,258578.728702724,87.5499114990234,47.6993510575,-122.3080335279
"41672517",TRE-1113928,,,,,TRE-1113928,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,8917 32ND AVE NE,8a6180c8-0d31-4161-93c4-9098ec514b59,1280793.09121698,256483.638732806,87.3617630004883,47.6937907802,-122.2937105987
"41672618",TRE-1113801,,,,,TRE-1113801,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,3245 NE 89TH ST,d9029e22-0ca9-4fbf-bafd-977e669c4f9d,1281405.19071455,256201.851238638,87.0041809082031,47.6930502183,-122.2912038999
"41672619",TRE-1113802,,,,,TRE-1113802,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"41",Private,3245 NE 89TH ST,e899bd4c-f263-4558-92ea-bccf47f0bd19,1281394.24585456,256198.324014723,87.0041809082031,47.6930399819,-122.2912480623
"41672669",TRE-1113701,,,,,TRE-1113701,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,3202 NE 87TH ST,2095911d-f6e1-48ae-b717-3638525de02f,1280876.29019757,255814.097420961,86.5697326660156,47.6919599026,-122.2933212495
"41672670",TRE-1113702,,,,,TRE-1113702,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,3203 NE 88TH ST,b60abb77-5be7-4224-a2fd-14dad7eb091f,1280876.27740231,255835.898886546,86.5685043334961,47.6920196595,-122.2933229808
"41672697",TRE-1113651,,,,,TRE-1113651,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,1740 NE 103RD ST,3dbe59c6-3514-4d96-a999-fa3ff518fc07,1277354.52460331,259938.38215138,85.5075607299805,47.7030804244,-122.3079393448
"41672735",TRE-1113618,,,,,TRE-1113618,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,3056 NE 86TH ST,0f1767a8-1079-43cc-aa94-3fe776d31919,1280827.55833964,255490.26932846,86.3509292602539,47.6910697589,-122.2934941391
"41672791",TRE-1113606,,,,,TRE-1113606,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,3202 NE 85TH ST,8456386b-30ea-4bcd-97ea-b52e383bf4a8,1280867.45097639,255220.104842544,86.3241500854492,47.6903313158,-122.2933113804
"41672792",TRE-1113607,,,,,TRE-1113607,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,3202 NE 85TH ST,a2e28358-34b4-4f65-9f1a-749ecd92d99b,1280864.66423656,255250.591986299,86.2727813720703,47.6904147358,-122.2933250416
"41672793",TRE-1113608,,,,,TRE-1113608,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,3202 NE 85TH ST,bc01ea6f-6469-4d14-ba33-4c841935dc7f,1280869.09008072,255275.99810347,86.252571105957,47.6904846039,-122.2933090315
"41672796",TRE-1113532,,,,,TRE-1113532,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,1026 NE 97TH ST,5967dbf0-b839-424e-ad6d-3c23ce01c6b1,1275221.5606934,258683.110383719,86.3371276855469,47.6995273914,-122.3165020773
"41672797",TRE-1113533,,,,,TRE-1113533,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,1030 NE 97TH ST,83f5f6d8-777f-4bf1-987d-69d8d15cc78c,1275257.49598898,258680.934206963,86.3253173828125,47.6995233250,-122.3163560004
"41672874",TRE-1113465,,,,,TRE-1113465,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,9517 17TH AVE NE,aa9f3150-1bef-4acf-a373-698d01e63d54,1276926.1534128,258149.304692805,86.3953399658203,47.6981540903,-122.3095393958
"41672881",TRE-1113472,,,,,TRE-1113472,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,1551 NE 100TH ST,3debc78c-ba02-4cb7-a622-2d157d58665b,1276816.83801465,259253.062327802,86.8125686645508,47.7011737149,-122.3100692391
"41672964",TRE-1113408,,,,,TRE-1113408,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,2021 NE 96TH ST,afaee617-2384-4d25-bdf4-75dcd67c4c84,1277848.3113454,258237.820263803,88.1429824829102,47.6984451395,-122.3058021615
"41672978",TRE-1113347,,,,,TRE-1113347,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Seattle Parks and Recreation,4733 LAKE WASHINGTON BLVD S,751ea414-248d-4c8d-9657-d52e5f1dfc55,1287126.44206731,207488.661919802,,47.5598214816,-122.2642989645
"41672979",TRE-1113348,,,,,TRE-1113348,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Seattle Parks and Recreation,4733 LAKE WASHINGTON BLVD S,b1ca7398-170f-42a2-9b0c-38ca9d6f729b,1287129.22257356,207461.667879298,,47.5597476322,-122.2642856723
"41672982",TRE-1113351,,,,,TRE-1113351,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Seattle Parks and Recreation,4733 LAKE WASHINGTON BLVD S,0af0aa1d-e9ab-4a83-a3fd-f9c892d47b7b,1287076.67412223,207476.0497403,87.5483474731445,47.5597843744,-122.2644995460
"41673030",TRE-1113331,,,,,TRE-1113331,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Seattle Parks and Recreation,4933 LAKE WASHINGTON BLVD S,22578bff-9c6a-4f45-88f7-bc5601e7bbba,1287382.71288022,206587.807750389,87.00390625,47.5573652819,-122.2631934289
"41673184",TRE-1113119,,,,,TRE-1113119,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"50",Private,4720 43RD AVE S,ec9c088a-c40b-4ee6-a97c-b840f04267a3,1283400.73856072,207555.835998043,87.9214630126953,47.5598146932,-122.2793909673
"41673286",TRE-1112997,,,,,TRE-1112997,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,4710 45TH AVE S,a3373826-dac5-4e2f-8fad-64a9864b1a56,1284022.38626756,207671.439769462,87.3538131713867,47.5601635581,-122.2768824435
"41673419",TRE-1112825,,,,,TRE-1112825,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,5011 46TH AV S,f587697b-47eb-4b73-8e84-3c21b40050c8,1284355.14806923,206390.33898522,88.7149505615234,47.5566691506,-122.2754377201
"41673421",TRE-1112827,,,,,TRE-1112827,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,5011 46TH AV S,7bf4f80c-fda8-4e8f-bbf0-936deb5230e8,1284357.93349673,206386.401000962,88.7149505615234,47.5566584997,-122.2754261426
"41673446",TRE-1112857,,,,,TRE-1112857,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,4702 47TH AVE S,171ed866-c4ac-490d-8cff-0541e3644c77,1284643.09401564,207757.779819891,87.5520401000977,47.5604321072,-122.2743754731
"41673550",TRE-1112662,,,,,TRE-1112662,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,5005 WILSON AVE S,d1163fa5-a1f6-40d1-98a9-54d3ea2fee76,1285511.42036298,206379.427589715,87.2029037475586,47.5566985439,-122.2707549508
"41673757",TRE-1112494,,,,,TRE-1112494,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,4215 S DAWSON ST,f6a400a5-6dcd-4a04-b099-9e20147ab9e4,1283233.10372539,205861.273114219,87.8478927612305,47.5551612467,-122.2799407846
"41673897",TRE-1112333,,,,,TRE-1112333,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,5005 WILSON AVE S,54a55fa1-58cc-4aa9-8287-f1b45766907d,1285506.24911347,206361.919094548,87.2581558227539,47.5566502881,-122.2707745658
"41673898",TRE-1112334,,,,,TRE-1112334,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,5005 WILSON AVE S,ff8358d0-b892-46bd-8ed5-5f2c17eff6f7,1285510.16445997,206369.823606297,87.2581558227539,47.5566721550,-122.2707593098
"41673905",TRE-1112261,,,,,TRE-1112261,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,5021 S WILSON ST,c91b6be6-d358-4314-802a-904203b9e754,1285487.31542431,206278.129563972,87.3226318359375,47.5564196503,-122.2708448932
"41673906",TRE-1112262,,,,,TRE-1112262,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,5021 S WILSON ST,dbc5e73c-cc9a-4f3a-ae64-db1fe8d60a1e,1285491.5969118,206267.83627747,87.362174987793,47.5563916556,-122.2708267782
"41673907",TRE-1112264,,,,,TRE-1112264,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,5021 S WILSON ST,4a54a09a-8265-438a-bd1e-917d4400164e,1285487.45026655,206270.531482056,87.362174987793,47.5563988308,-122.2708437724
"41673980",TRE-1112184,,,,,TRE-1112184,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,5415 SEWARD PARK AVE,76669df0-d289-4b3c-a81e-628febe56754,1287274.79577322,204860.336795881,87.9224395751953,47.5526247547,-122.2635004013
"41674372",TRE-1111750,,,,,TRE-1111750,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,3005 30TH AVE S,4d756e90-be6d-41a1-ac67-d767bb55019f,1279754.49913406,204953.931753054,87.6503067016602,47.5524940986,-122.2939560236
"41674501",TRE-1111577,,,,,TRE-1111577,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,3937 S MEAD ST,2e5256d7-b193-4982-9ac9-e55e6f411980,1282741.85044281,204137.164357722,88.7126770019531,47.5504101218,-122.2817984797
"41674502",TRE-1111578,,,,,TRE-1111578,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"42",Private,3937 S MEAD S,27736266-c083-45b2-a391-fbed54d0424e,1282720.8330964,204138.472754046,88.4089889526367,47.5504126237,-122.2818836718
"41674739",TRE-1111364,,,,,TRE-1111364,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,5705 RENTON AVE S,65678458-c099-4722-9e26-4956efee42bf,1281921.9114659,204399.412192807,87.7080001831055,47.5510865895,-122.2851381747
"41674753",TRE-1111300,,,,,TRE-1111300,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,4715 48TH AVE S,3704aba8-3022-432d-9f66-ddf0d1883a98,1284893.76313372,207611.019286633,87.3740768432617,47.5600426977,-122.2733492765
"41674828",TRE-1111229,,,,,TRE-1111229,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Seattle Parks and Recreation,4933 LAKE WASHINGTON BLVD S,0bc551ec-6e38-489a-adf4-aa263940f7f2,1287422.19377239,206587.411097631,87.0387954711914,47.5573662055,-122.2630335317
"41675010",TRE-1111035,,,,,TRE-1111035,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"43",Private,5157 S MEAD ST,60cf96ef-57af-4c15-a756-91c296d13157,1286295.6448444,204035.437527046,87.7572174072266,47.5503137407,-122.2674026006
"41675040",TRE-1110988,,,,,TRE-1110988,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,6119 51ST AVE S,3b5d8007-ca80-4010-8bec-6304b39aa0f5,1285634.92208448,202875.765633807,87.5112762451172,47.5471012797,-122.2699899933
"41675041",TRE-1110989,,,,,TRE-1110989,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,6119 51ST AVE S,bd232598-57ab-414a-9eee-ca305dbd3c90,1285635.18291073,202866.896885127,87.5112762451172,47.5470769837,-122.2699882670
"41675043",TRE-1110991,,,,,TRE-1110991,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,6119 51ST AVE S,bef5be8c-a971-4c46-8f33-c1e3a5026d21,1285638.96505539,202884.438516721,87.5112762451172,47.5471252591,-122.2699742812
"41675050",TRE-1111000,,,,,TRE-1111000,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,4843 S SPENCER ST,df8d4cf1-a4c8-4b5c-8654-8847b36d5efd,1285478.83971947,203096.300297722,87.347900390625,47.5476977788,-122.2706385583
"41675052",TRE-1111002,,,,,TRE-1111002,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,4843 S SPENCER ST,d5944485-c19d-4aa6-a03d-f69f79dabab8,1285460.94441406,203097.971226141,87.4507446289062,47.5477014426,-122.2707111334
"41675053",TRE-1111003,,,,,TRE-1111003,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,4843 S SPENCER ST,0fbefa0a-ccea-49b8-8bc3-63419db8c2c3,1285470.06480265,203096.92693688,87.347900390625,47.5476990472,-122.2706741307
"41675162",TRE-1110885,,,,,TRE-1110885,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,2902 S BRANDON ST,0bd3a171-23bc-4249-b929-ed6a02b7cb99,1279423.05819589,205371.890234724,88.1535949707031,47.5536224689,-122.2953301214
"41675416",TRE-1110546,,,,,TRE-1110546,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,5633 S WILLOW ST,d34941dc-a9dd-4cd7-bcaf-c04abb6cb077,1287481.63525456,200488.900000721,,47.5406530969,-122.2623342412
"41675417",TRE-1110548,,,,,TRE-1110548,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,5633 S WILLOW ST,1dc9aef9-6535-45ee-abf4-25b4562ad015,1287504.20115431,200489.08503972,,47.5406547527,-122.2622429098
"41675477",TRE-1110456,,,,,TRE-1110456,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,7235 33RD AVE S,21cc5dfb-93d6-4b41-ba41-d848387cde40,1280610.9849539,199414.54092896,86.7265319824219,47.5373551346,-122.2900636650
"41675507",TRE-1110490,,,,,TRE-1110490,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,7357 35TH AVE S,2c401b9f-4c5e-4ba4-bdad-f481824417fc,1280864.85977423,198654.333787963,86.9467849731445,47.5352845749,-122.2889778583
"41675508",TRE-1110491,,,,,TRE-1110491,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,7357 35TH AVE S,b8cf0588-e557-40af-8afc-3696f832cf86,1280859.69180556,198653.923355713,86.9467849731445,47.5352831819,-122.2889987442
"41675509",TRE-1110492,,,,,TRE-1110492,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,7357 35TH AVE S,577bcb08-9626-422c-9bf3-348929e6dc5f,1280854.33912598,198653.834117055,86.9467849731445,47.5352826598,-122.2890204023
"41675510",TRE-1110493,,,,,TRE-1110493,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,7357 35TH AVE S,5f35fb3a-3422-48ab-8ac6-8dd1ff5693ff,1280848.92837565,198654.063447297,86.9467849731445,47.5352830078,-122.2890423198
"41675583",TRE-1110335,,,,,TRE-1110335,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,3018 NW 56TH ST,6120c245-ee35-4261-8e7a-b440077a184a,1255332.86425039,248129.498945057,86.5917358398438,47.6695214410,-122.3963832751
"41675657",TRE-1110264,,,,,TRE-1110264,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,1818 FAIRVIEW AVE  E,9eeee292-f85f-4280-b31d-aab1926e2385,1272229.05421123,235258.063073799,89.0511245727539,47.6351613354,-122.3268063707
"41675661",TRE-1110270,,,,,TRE-1110270,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,1818 FAIRVIEW AVE  E,90b159a3-ca07-4191-a02e-e400136523e5,1272225.61491364,235335.849335551,89.0530395507812,47.6353743624,-122.3268264403
"41675668",TRE-1110277,,,,,TRE-1110277,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,1818 FAIRVIEW AVE  E,3ddcbc89-f1c8-4253-a09e-a13e35abfad0,1272192.03164747,235352.33388263,89.0021286010742,47.6354177593,-122.3269639262
